judul_lagu,artis,genre,valence,energy,danceability,tempo,acousticness,popularity,genre_utama,mood,tokens,cluster
Só os Loucos Sabem - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,hard-rock,0.372,0.875,0.358,102.016,0.0529,38,Rock,Energetic,os loucos sabem ao vivo chegou quem faltava,5
Believer - Kaskade Remix,Imagine Dragons;Kaskade,rock,0.182,0.634,0.73,126.022,0.181,61,Rock,Groovy,believer kaskade remix,5
The Special Two - triple j Like A Version,Dear Seattle,emo,0.567,0.898,0.254,168.88,0.000134,40,Rock,Energetic,special two triple version,5
Meet Me At Our Spot,THE ANXIETY;WILLOW;Tyler Cole,alternative,0.399,0.47,0.773,94.995,0.0153,81,Rock,Melancholic,meet spot,5
I Want More,KALEO,alt-rock,0.364,0.531,0.55,98.014,0.256,0,Rock,Melancholic,want more,5
"Uma só vida pra viver, tenho sede nela eu vou",Charlie Brown Jr.,hard-rock,0.878,0.882,0.573,160.027,0.245,38,Rock,Happy,uma vida pra viver tenho sede nela eu vou,5
El Baile De Los Que Sobran,Los Prisioneros,alt-rock,0.642,0.621,0.818,117.343,0.297,0,Rock,Happy,el baile de los que sobran,5
O Futuro É Um Labirinto Pra Quem Não Sabe O Que Quer,Charlie Brown Jr.,hard-rock,0.711,0.962,0.521,158.789,0.291,39,Rock,Happy,futuro um labirinto pra quem nao sabe que quer,5
Time of Dying,Three Days Grace,alt-rock,0.452,0.873,0.306,198.387,0.00105,66,Rock,Energetic,time dying,5
Childhood's End,Pink Floyd,psych-rock,0.194,0.386,0.673,125.08,0.242,47,Rock,Sad,childhood end,5
Grand Escape (Movie Edit) [feat. Toko Miura],RADWIMPS;Toko Miura,emo,0.546,0.423,0.461,146.061,0.486,56,Rock,Groovy,grand escape movie edit feat toko miura,5
Misery Business,Paramore,emo,0.73,0.906,0.513,173.0,0.00272,1,Rock,Happy,misery business,5
Mixed Emotions,Josh A,emo,0.405,0.602,0.634,186.238,0.337,47,Rock,Groovy,mixed emotions,5
Oceloví Ptáci,Totální nasazení,punk-rock,0.942,0.729,0.64,172.124,0.332,35,Rock,Happy,ocelovi ptaci,5
Y Tengo Miedo,Los Pasteles Verdes;Fernando Arias,rock-n-roll,0.406,0.503,0.515,81.813,0.656,31,Rock,Groovy,tengo miedo,5
BURN IT DOWN,Linkin Park,alternative,0.585,0.972,0.585,110.006,0.0143,75,Rock,Energetic,burn down,5
Lounge Act,Nirvana,grunge,0.459,0.964,0.341,152.192,1.26e-05,59,Rock,Energetic,lounge act,5
Sixteen Chicks,Joe Clay,rockabilly,0.796,0.777,0.625,105.359,0.625,22,Rock,Happy,sixteen chicks,5
Since I Don't Have You,The Skyliners,rock-n-roll,0.564,0.522,0.286,142.538,0.237,53,Rock,Groovy,since don,5
Let It Die,Foo Fighters,grunge,0.314,0.557,0.596,124.023,0.027,58,Rock,Melancholic,let die,5
Until It's Gone,Linkin Park,grunge,0.322,0.878,0.47,114.986,0.0172,58,Rock,Energetic,until gone,5
Too Drunk To Fuck,The Klingonz,psych-rock,0.584,0.988,0.517,124.661,0.00119,26,Rock,Energetic,too drunk fuck,5
Satellite of Love,Lou Reed,psych-rock,0.571,0.502,0.458,121.861,0.442,59,Rock,Groovy,satellite love,5
Más de 100 palabras para ti,Finde,emo,0.658,0.948,0.456,166.029,0.000971,42,Rock,Happy,mas de palabras ti,5
Scandal - Remastered 2011,Queen,rock,0.507,0.805,0.639,103.451,0.0383,3,Rock,Energetic,scandal remastered,5
Ala Delta,Divididos,alt-rock,0.734,0.622,0.555,156.415,0.00208,0,Rock,Happy,ala delta,5
True Love,Toini & The Tomcats,rockabilly,0.935,0.947,0.481,156.818,0.251,33,Rock,Happy,true love,5
We Three Kings Of Orient Are - 1991 Remix,The Beach Boys,psych-rock,0.204,0.158,0.231,106.031,0.745,0,Rock,Sad,three kings orient remix,5
Looking For Somebody (To Love),The 1975,alt-rock,0.917,0.957,0.522,170.91,0.0515,72,Rock,Happy,looking somebody love,5
This Song Saved My Life,Simple Plan,punk-rock,0.319,0.879,0.513,143.063,0.00159,50,Rock,Energetic,song saved life,5
Ooh La La,Faces,psych-rock,0.8,0.574,0.601,147.964,0.579,71,Rock,Groovy,ooh la la,5
Me Lambe - Ao Vivo | Acústico,Raimundos,hard-rock,0.689,0.953,0.375,174.003,0.274,38,Rock,Happy,lambe ao vivo acustico,5
En Kungens Man,Hjalle & Heavy,punk,0.647,0.898,0.547,95.612,0.049,38,Rock,Happy,en kungens man,5
Krwlng (Mike Shinoda Reanimation) [feat. Aaron Lewis],Linkin Park;Aaron Lewis,grunge,0.0479,0.528,0.415,105.217,0.088,48,Rock,Melancholic,krwlng mike shinoda reanimation feat aaron lewis,5
Fat Lip,Sum 41,punk,0.626,0.914,0.402,196.505,0.000579,74,Rock,Happy,fat lip,5
Pretty Fly (For A White Guy),The Offspring,punk-rock,0.963,0.895,0.723,143.373,0.088,75,Rock,Happy,pretty fly white guy,5
Re:Re: (Single ver.),ASIAN KUNG-FU GENERATION,emo,0.512,0.868,0.464,155.008,0.000249,55,Rock,Energetic,re re single ver,5
TAKE IT TIME - Live at 日本武道館'98 - Remastered 2022,Eikichi Yazawa,rockabilly,0.499,0.962,0.497,161.686,0.00692,22,Rock,Energetic,take time live remastered,5
Christmas All Over Again,The Goo Goo Dolls,rock,0.554,0.768,0.457,133.788,0.000357,0,Rock,Energetic,christmas over again,5
Illusions - Harpsichord Mix,Cypress Hill,hard-rock,0.55,0.723,0.85,90.961,0.00943,61,Rock,Energetic,illusions harpsichord mix,5
Dust in the Wind,Kansas,hard-rock,0.387,0.322,0.475,93.503,0.367,78,Rock,Sad,dust wind,5
"The Court Of The Crimson King - Including ""The Return of the Fire Witch"" and ""The Dance of the Puppets""",King Crimson,j-rock,0.0644,0.349,0.334,137.134,0.0872,55,World Music,Sad,court crimson king including return fire witch dance puppets,7
Baba Hya - Remastered,Lafayette Afro Rock Band,afrobeat,0.776,0.915,0.436,88.39,0.405,16,World Music,Happy,baba hya remastered,7
Pizza Man,ELLEGARDEN,j-rock,0.446,0.971,0.308,188.052,0.000279,32,World Music,Energetic,pizza man,7
Por Siempre Soñando,Adrian Barba,anime,0.636,0.872,0.435,146.013,0.753,34,World Music,Happy,por siempre sonando,7
Pegue Pra Ela,Criolo,afrobeat,0.725,0.738,0.611,119.791,0.142,37,World Music,Happy,pegue pra ela,7
YouSee-Power,Hiroyuki Sawano,anime,0.0942,0.35,0.217,61.992,0.197,40,World Music,Sad,yousee power,7
Uragirimonono Requiem - Giorno Ver.,Yugo Kanno,anime,0.338,0.932,0.357,168.125,0.0236,59,World Music,Energetic,uragirimonono requiem giorno ver,7
Yennicita - Alternate Version,El Michels Affair,afrobeat,0.642,0.585,0.619,167.942,0.00463,18,World Music,Groovy,yennicita alternate version,7
Vento Ventania: Roostie And Boopsie: You Are My Sunshine,Biquini Cavadão,ska,0.805,0.944,0.674,98.014,0.342,39,World Music,Happy,vento ventania roostie boopsie sunshine,7
Stranger Things Theme - Lofi,Kato,anime,0.221,0.707,0.525,140.016,0.812,26,World Music,Dark,stranger things theme lofi,7
Honkai World Diva - Movie Ver.,Mika Kobayashi,anime,0.267,0.642,0.384,159.904,0.144,51,World Music,Groovy,honkai world diva movie ver,7
Red (Uchiha Rap) [feat. Khantrast],Rustage;Khantrast,anime,0.496,0.924,0.801,139.928,0.312,44,World Music,Energetic,red uchiha rap feat khantrast,7
Attack on Titan Theme,Samuel Kim,anime,0.148,0.754,0.268,125.008,0.384,45,World Music,Dark,attack titan theme,7
Road Song,Ikebe Shakedown,afrobeat,0.727,0.735,0.63,106.589,0.464,51,World Music,Happy,road song,7
This Game Lofi (No Game No Life),Kato,anime,0.198,0.0634,0.205,88.565,0.908,58,World Music,Sad,game lofi game life,7
Inochi No Tabekata,Eve,anime,0.553,0.823,0.541,143.037,0.0073,60,World Music,Energetic,inochi tabekata,7
Água (Versão Estendida),BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,afrobeat,0.763,0.8,0.74,96.998,0.211,34,World Music,Happy,agua versao estendida,7
Fukashigi no Carte - Lofi Version,Kenma,anime,0.0972,0.316,0.832,119.964,0.342,49,World Music,Sad,fukashigi carte lofi version,7
Cachete a Cachete,Los Amigos Invisibles,afrobeat,0.597,0.755,0.781,118.168,0.564,30,World Music,Energetic,cachete cachete,7
La Crudita,Kapanga,ska,0.794,0.843,0.682,140.0,0.0457,42,World Music,Happy,la crudita,7
La Jardinera,Juanafé,afrobeat,0.965,0.724,0.696,99.929,0.65,33,World Music,Happy,la jardinera,7
Inte Ens En Kolvastång,Joddla Med Siv,ska,0.831,0.885,0.551,141.605,0.00987,42,World Music,Happy,inte ens en kolvastang,7
Kaikai Kitan,Eve,anime,0.606,0.911,0.584,92.502,0.0119,75,World Music,Happy,kaikai kitan,7
Du hinner med en gubbe till,Lasse Stefanz,ska,0.77,0.815,0.639,101.963,0.262,37,World Music,Happy,du hinner med en gubbe till,7
Strong Terus,Monkey Boots,ska,0.819,0.659,0.661,128.841,0.0511,36,World Music,Happy,strong terus,7
Kaiso Noir (Bonus Track),Bacao Rhythm & Steel Band,afrobeat,0.964,0.618,0.815,119.882,0.0231,18,World Music,Happy,kaiso noir bonus track,7
Mi Corazón Encantado - Dragon Ball Gt,Ricardo Silva,anime,0.686,0.778,0.622,131.019,0.0778,36,World Music,Happy,mi corazon encantado dragon ball gt,7
Sadness and Sorrow,Feora,anime,0.211,0.472,0.568,120.005,0.615,41,World Music,Melancholic,sadness sorrow,7
Kai's Theme & Agni Kai,Samuel Kim,anime,0.328,0.75,0.301,138.373,0.0655,45,World Music,Energetic,kai theme agni kai,7
"Luz de Luna (From ""Sailor Moon"")",Nattalia Sarria,anime,0.755,0.927,0.603,140.048,0.0743,33,World Music,Happy,luz de luna sailor moon,7
Time Capsule,Amatsuki,anime,0.635,0.724,0.473,185.135,0.0553,2,World Music,Happy,time capsule,7
Spirit Of The Water,Camel,j-rock,0.159,0.101,0.53,113.772,0.959,51,World Music,Sad,spirit water,7
April Rain,BigRicePiano,anime,0.171,0.173,0.419,140.307,0.984,48,World Music,Sad,april rain,7
Yo Estoy Bien,Los Victorios,ska,0.673,0.949,0.502,93.058,0.0248,34,World Music,Happy,yo estoy bien,7
"Waltz No. 1, Collapse",Hikaru Shirosu,anime,0.193,0.0239,0.505,155.588,0.994,51,World Music,Sad,waltz collapse,7
Hanna från Arlöv,Nationalteatern,ska,0.832,0.422,0.588,123.627,0.225,37,World Music,Groovy,hanna fran arlov,7
Demasiada Presión - Remasterizado 2008,Los Fabulosos Cadillacs,ska,0.898,0.922,0.759,107.828,0.131,37,World Music,Happy,demasiada presion remasterizado,7
Chama Arteira,Samuca e a Selva,afrobeat,0.62,0.731,0.694,125.769,0.0856,19,World Music,Happy,chama arteira,7
Hombre en U,Divididos,ska,0.681,0.873,0.27,172.442,0.00736,36,World Music,Happy,hombre en,7
Don't Contradict,Ikebe Shakedown,afrobeat,0.942,0.961,0.776,136.005,0.53,17,World Music,Happy,don contradict,7
Estrella Roja - En Vivo,Panteon Rococo,ska,0.631,0.937,0.442,141.967,0.00615,44,World Music,Happy,estrella roja en vivo,7
Brain On Ska,Mustard Plug,ska,0.915,0.866,0.451,183.839,0.000782,33,World Music,Happy,brain ska,7
Per Un Milione,Boomdabash,reggae,0.898,0.745,0.741,85.989,0.103,0,World Music,Happy,per un milione,7
La Carga,The Bongo Hop;Nidia Gongora,afrobeat,0.851,0.709,0.738,104.987,0.00267,22,World Music,Happy,la carga,7
Plan de Vuelo,Morbo y Mambo;Andres Nusser,afrobeat,0.395,0.688,0.647,123.996,0.0145,22,World Music,Groovy,plan de vuelo,7
A Pesar La Vida,Ocote Soul Sounds;Chico Mann;Quantic,afrobeat,0.456,0.753,0.496,99.876,0.0204,18,World Music,Energetic,pesar la vida,7
Mango Meat,Mandrill,afrobeat,0.729,0.686,0.596,103.949,0.28,28,World Music,Happy,mango meat,7
El Tren de la Resistencia,Resistencia Suburbana,ska,0.736,0.587,0.844,120.522,0.303,36,World Music,Groovy,el tren de la resistencia,7
She Talks To Angels,The Black Crowes,j-rock,0.317,0.521,0.584,160.058,0.06,67,World Music,Melancholic,talks angels,7
Seamos más que amigos - Remastered,Melodycans,ska,0.937,0.6,0.795,104.987,0.0771,32,World Music,Happy,seamos mas que amigos remastered,7
Reggae Rock,Jackie Mittoo,afrobeat,0.886,0.451,0.752,81.468,0.368,22,World Music,Groovy,reggae rock,7
Soul Fiesta,Manu Dibango,afrobeat,0.5,0.984,0.58,136.671,0.367,16,World Music,Energetic,soul fiesta,7
Sevdan Bir Ates - Eski Version,Düş Sokağı Sakinleri,j-rock,0.207,0.526,0.586,126.571,0.858,33,World Music,Melancholic,sevdan bir ates eski version,7
Faut Pas Dire Des Choses Comme Ça,Voilaaa;Pat Kalla,afrobeat,0.936,0.717,0.738,134.668,0.473,16,World Music,Happy,faut pas dire des choses comme ca,7
Subirusdoistiozin (Instrumental),Criolo,afrobeat,0.448,0.385,0.787,86.456,0.0194,19,World Music,Romantic,subirusdoistiozin instrumental,7
Beautiful Baby,William Onyeabor,afrobeat,0.946,0.442,0.852,107.426,0.446,24,World Music,Groovy,beautiful baby,7
Hey DJ - Remix,CNCO;Meghan Trainor;Sean Paul,reggae,0.636,0.89,0.564,180.112,0.0918,60,World Music,Happy,hey dj remix,7
El Último Ska,Panteon Rococo;Dub Inc,ska,0.955,0.834,0.8,130.009,0.153,49,World Music,Happy,el ultimo ska,7
Cumbia Regional,El Hijo De La Cumbia,afrobeat,0.592,0.887,0.576,109.957,0.00013,17,World Music,Energetic,cumbia regional,7
Sara solsken,Lasse Stefanz,ska,0.91,0.885,0.467,175.005,0.0063,38,World Music,Happy,sara solsken,7
Hikaru Nara (Shigatsu Wa Kimi No Uso) [feat. Animelmack],Berioska;Animelmack,anime,0.791,0.738,0.512,159.95,0.576,52,World Music,Happy,hikaru nara shigatsu wa kimi uso feat animelmack,7
Leva tills jag dör (feat. Mikael Wiehe),Lasse Stefanz;Mikael Wiehe,ska,0.646,0.796,0.633,127.981,0.0109,41,World Music,Happy,leva tills jag dor feat mikael wiehe,7
Telephone Girl,Assagai,afrobeat,0.966,0.52,0.604,102.502,0.0758,17,World Music,Groovy,telephone girl,7
Aquella Solitaria Vaca Cubana,Los Caligaris,ska,0.858,0.699,0.644,100.141,0.237,36,World Music,Happy,aquella solitaria vaca cubana,7
Send Me On My Way,Rusted Root,j-rock,0.722,0.704,0.5,119.463,0.125,68,World Music,Happy,send way,7
Não Devo Nada,Onze:20,j-rock,0.966,0.729,0.638,150.049,0.00492,33,World Music,Happy,nao devo nada,7
Akula Owu Onyeara,The Funkees,afrobeat,0.885,0.702,0.701,110.721,0.525,39,World Music,Happy,akula owu onyeara,7
Nana Punk,Nana Pancha,ska,0.963,0.867,0.452,94.327,0.0754,39,World Music,Happy,nana punk,7
Bluetooth Love,Yabai T-Shirts Yasan,j-rock,0.79,0.985,0.493,187.72,0.0647,33,World Music,Happy,bluetooth love,7
MAJESTIC BABY,COMPLEX,j-rock,0.27,0.976,0.337,192.129,0.00047,33,World Music,Dark,majestic baby,7
Valle Moreno,QUITAPENAS,afrobeat,0.852,0.847,0.534,119.205,0.316,21,World Music,Happy,valle moreno,7
Nowa - Radio Edit,The Bongo Hop;Maikcel,afrobeat,0.96,0.919,0.742,99.906,0.3,19,World Music,Happy,nowa radio edit,7
Homero - En Vivo Luna Park,Intoxicados,ska,0.564,0.858,0.461,123.193,0.0602,37,World Music,Energetic,homero en vivo luna park,7
Cabalgata Deportiva,Divididos,ska,0.616,0.919,0.39,136.654,0.00396,36,World Music,Happy,cabalgata deportiva,7
Madara (Death),Rustage;Shofu;Jhbboss,anime,0.625,0.673,0.718,72.236,0.294,50,World Music,Happy,madara death,7
Christmas Island,Jill Johnson,ska,0.553,0.432,0.677,116.012,0.285,0,World Music,Groovy,christmas island,7
Ben Zeki Müren,Zeki Müren,j-rock,0.698,0.525,0.567,105.369,0.588,34,World Music,Groovy,ben zeki muren,7
Chérie Nye,Vaudou Game,afrobeat,0.974,0.808,0.748,142.363,0.501,16,World Music,Happy,cherie nye,7
Kelly's Bar,Trampled by Turtles,j-rock,0.813,0.744,0.318,155.877,0.102,34,World Music,Happy,kelly bar,7
Se Siente Bien,Joey Montana;Mike Bahía,reggae,0.716,0.419,0.589,94.099,0.206,0,World Music,Groovy,siente bien,7
Linda María,Los De Abajo;Santa Fe Klan,ska,0.853,0.624,0.815,100.01,0.251,37,World Music,Happy,linda maria,7
You Say Run,Yuki Hayashi,anime,0.352,0.947,0.325,87.406,0.00143,62,World Music,Energetic,say run,7
Tu Mens Devant Moi,Voilaaa;Rama Traore,afrobeat,0.847,0.601,0.817,129.971,0.0685,17,World Music,Happy,tu mens devant moi,7
Dikalo - Remix 97,Manu Dibango,afrobeat,0.672,0.869,0.784,99.175,0.0107,0,World Music,Happy,dikalo remix,7
Em Algum Lugar No Tempo - Ao Vivo,Biquini Cavadão,ska,0.391,0.972,0.497,147.913,0.0111,34,World Music,Energetic,em algum lugar tempo ao vivo,7
O Carnaval Quem É Que Faz?,BaianaSystem,afrobeat,0.674,0.849,0.603,143.027,0.1,29,World Music,Happy,carnaval quem que faz,7
La Educación,QUITAPENAS,afrobeat,0.934,0.916,0.497,136.705,0.0774,27,World Music,Happy,la educacion,7
Mystery Lands,Raimu,anime,0.168,0.199,0.679,133.918,0.797,59,World Music,Sad,mystery lands,7
Like a Child - Remix,Sarah Téibo;Fred Hammond,afrobeat,0.417,0.811,0.711,100.065,0.122,23,World Music,Energetic,child remix,7
Sessiz Gemi,Hümeyra,j-rock,0.435,0.469,0.361,140.613,0.459,36,World Music,Groovy,sessiz gemi,7
Te Necesito,Maskatesta,ska,0.905,0.783,0.7,149.913,0.00902,41,World Music,Happy,te necesito,7
Name of Love,cinema staff,j-rock,0.168,0.73,0.445,147.991,0.0166,51,World Music,Dark,name love,7
Universe - LIVE,Official HIGE DANdism,anime,0.593,0.868,0.51,92.97,0.0309,29,World Music,Energetic,universe live,7
Call of Silence x Zero Eclipse,Samuel Kim,anime,0.214,0.498,0.537,127.886,0.0798,44,World Music,Melancholic,call silence zero eclipse,7
Canción de Amor de Romeo y Julieta,31 Minutos,ska,0.507,0.327,0.39,203.036,0.531,34,World Music,Romantic,cancion de amor de romeo julieta,7
El Gran Señor - En Vivo,Los Auténticos Decadentes,ska,0.881,0.81,0.682,98.952,0.151,34,World Music,Happy,el gran senor en vivo,7
Balboa Dub,Bixiga 70,afrobeat,0.759,0.831,0.644,126.061,0.221,17,World Music,Happy,balboa dub,7
Sol Walk,Whitefield Brothers,afrobeat,0.863,0.933,0.7,115.711,0.166,18,World Music,Happy,sol walk,7
Ao No Waltz,Eve,anime,0.346,0.52,0.417,123.934,0.19,57,World Music,Melancholic,ao waltz,7
Cuando quieras,Guachupé,ska,0.906,0.653,0.604,124.171,0.609,43,World Music,Happy,cuando quieras,7
Never Giving In (Ichigo Rap),Rustage;GoldenEMP,anime,0.62,0.806,0.691,74.986,0.324,42,World Music,Happy,never giving ichigo rap,7
Memoria del cuero,Jorge Drexler,afrobeat,0.813,0.869,0.674,117.999,0.374,25,World Music,Happy,memoria del cuero,7
Black Rover,Vickeblanka,anime,0.529,0.937,0.592,102.073,0.00139,66,World Music,Energetic,black rover,7
El Volcán,Juanafé,afrobeat,0.839,0.897,0.715,96.891,0.432,25,World Music,Happy,el volcan,7
Alfazema Y Guiné (feat. Guinu),Zé Bigode Orquestra;Guinu,afrobeat,0.912,0.761,0.875,129.911,0.162,17,World Music,Happy,alfazema guine feat guinu,7
Original Joy,TBabz;Naffymar,afrobeat,0.59,0.502,0.79,87.996,0.237,20,World Music,Groovy,original joy,7
Cara y Corazón,La Transa;Tomás Maldonado,ska,0.959,0.593,0.646,97.98,0.377,32,World Music,Groovy,cara corazon,7
Todos Los Dias de Sol,Mimi Maura,ska,0.529,0.488,0.69,81.986,0.0171,37,World Music,Groovy,todos los dias de sol,7
Pupilas Lejanas - Live,Los Pericos,ska,0.747,0.728,0.55,158.42,0.517,37,World Music,Happy,pupilas lejanas live,7
See You Comin',Los Cafres,ska,0.892,0.538,0.782,81.999,0.237,37,World Music,Groovy,see comin,7
Burnt Back,The New Mastersounds,afrobeat,0.843,0.903,0.537,111.801,0.452,19,World Music,Happy,burnt back,7
Nova Aurora,Strike;Rodolfo Abrantes,j-rock,0.918,0.917,0.639,152.986,0.0148,33,World Music,Happy,nova aurora,7
SHIKIBU feat. 阿波の踊り子,Rekishi;阿波の踊り子,j-rock,0.96,0.921,0.563,154.991,0.0149,34,World Music,Happy,shikibu feat,7
Salah Pilih,Tipe-X,ska,0.603,0.912,0.575,145.109,0.0959,36,World Music,Happy,salah pilih,7
My Prayer (Yahweh),CalledOut Music,afrobeat,0.563,0.31,0.583,140.974,0.688,42,World Music,Romantic,prayer yahweh,7
Comencemos (Let's Start),Jungle Fire,afrobeat,0.913,0.903,0.666,111.84,0.23,44,World Music,Happy,comencemos let start,7
"The Very Very Very Strongest - Epic Version (from ""One Piece"")",Samuel Kim,anime,0.425,0.859,0.489,97.555,0.273,49,World Music,Energetic,very very very strongest epic version one piece,7
Instant Coffee (feat. Kyle Hollingsworth),Euforquestra;Kyle Hollingsworth,afrobeat,0.792,0.777,0.717,101.941,0.239,19,World Music,Happy,instant coffee feat kyle hollingsworth,7
"Attention, please!",ENHYPEN,anime,0.613,0.871,0.498,150.035,0.000483,61,World Music,Happy,attention please,7
Gözlerin Doğuyor Gecelerime,Zeki Müren,j-rock,0.543,0.501,0.423,88.253,0.606,37,World Music,Groovy,gozlerin doguyor gecelerime,7
My Neighbor Totoro (Path of the Wind),Kato,anime,0.286,0.293,0.636,76.01,0.826,49,World Music,Sad,neighbor totoro path wind,7
4 da Manhã – Deluxe Edition,Criolo,afrobeat,0.572,0.476,0.6,142.033,0.7,30,World Music,Groovy,da manha deluxe edition,7
Si Estuvieras Aquí,Los Amigos Invisibles,afrobeat,0.626,0.569,0.693,130.011,0.62,25,World Music,Groovy,estuvieras aqui,7
Skomagare Anton,Hasse Andersson,ska,0.839,0.639,0.704,86.075,0.032,37,World Music,Happy,skomagare anton,7
Ingen annan,Lasse Stefanz,ska,0.634,0.627,0.693,105.02,0.0634,33,World Music,Happy,ingen annan,7
El Avión Se Cae,Calle 13,afrobeat,0.51,0.78,0.759,125.05,0.0024,19,World Music,Energetic,el avion cae,7
Festa de Arromba,Erasmo Carlos,j-rock,0.876,0.512,0.535,145.926,0.577,35,World Music,Groovy,festa de arromba,7
El Insecto,Los De Abajo;Horacio Blanco;Kenny,ska,0.914,0.756,0.602,73.806,0.066,36,World Music,Happy,el insecto,7
Hard Talk,TJ Cream;Marko,afrobeat,0.546,0.569,0.682,151.09,0.206,19,World Music,Groovy,hard talk,7
Bang Data,Bang Data,afrobeat,0.903,0.835,0.605,171.958,0.0764,42,World Music,Happy,bang data,7
Power of Mujin Park,桶狭間ありさ,anime,0.605,0.817,0.517,100.002,0.000372,46,World Music,Happy,power mujin park,7
Adiós Nonino,São Paulo Ska Jazz;Ken Stewart,afrobeat,0.617,0.673,0.776,141.032,0.427,22,World Music,Happy,adios nonino,7
G.D. Beautiful Day,Reel Big Fish,ska,0.865,0.53,0.784,135.95,0.159,32,World Music,Groovy,beautiful day,7
Mundo Ganado,Divididos,ska,0.485,0.578,0.432,128.588,0.0469,34,World Music,Groovy,mundo ganado,7
Världens lyckligaste par (feat. Helene Persson),Lasse Stefanz;Helene Persson,ska,0.851,0.802,0.655,137.045,0.0904,33,World Music,Happy,varldens lyckligaste par feat helene persson,7
"TEENAGE EMOTION - FROM ""GIGS"" CASE OF BOOWY",BOØWY,j-rock,0.395,0.981,0.429,95.544,0.00213,33,World Music,Energetic,teenage emotion gigs case boowy,7
Vos Sabes - Versión Remasterizada (Live),Los Fabulosos Cadillacs,ska,0.615,0.94,0.45,107.686,0.545,36,World Music,Happy,vos sabes version remasterizada live,7
Quanto Tempo Demora Um Mês,Biquini Cavadão,ska,0.329,0.518,0.643,129.986,0.415,34,World Music,Melancholic,quanto tempo demora um mes,7
Tokyo Ghetto,Eve,anime,0.868,0.81,0.692,140.027,0.0081,56,World Music,Happy,tokyo ghetto,7
Soul Saxes Meeting,Manu Dibango,afrobeat,0.731,0.826,0.636,102.809,0.461,17,World Music,Happy,soul saxes meeting,7
Constante Mesmice,Nomade Orquestra;Edgar,afrobeat,0.591,0.643,0.743,128.029,0.0462,16,World Music,Groovy,constante mesmice,7
Full Moon,Guaynaa;Yandel,reggae,0.622,0.833,0.852,84.007,0.0774,0,World Music,Happy,full moon,7
Rainha das Cabeças,Metá Metá,afrobeat,0.658,0.953,0.359,98.935,0.299,19,World Music,Happy,rainha das cabecas,7
